id,name,description,duration,released?,release year,release date,revenue
2019467,Allasu almuhtaram,"Tarek, writes detective stories and he plays the story before writing it, which makes the police call him ""the respectable thief."" When his wife Sawsan discovers the truth, Tarek sees a psychiatrist, while his friend Salwa tries to exploit the situation and implicates Tarek in a real crime.",94,Yes,1997,1 January 1997,
1360423,The Love Triangle,"Following his wife's death, Mansour has done his best to look after their son and fulfill all his needs. However, the father's domineering nature made the son grow into an inexperienced young man whose survival depends solely on the father.",105,Yes,1997,1 January 1997,
2004305,Ethra Hadeth Aalim,"After she discovers manipulation of documents, the owner of a company is hit by a car while she's on her way to report it to the police. While Omar the crook puts important documents in the house of Magdy, his enemy at work, but Howaida, his wife tries to prove Magdy's innocence.",104,Yes,1997,1 January 1997,
2042693,Seven Nights and One Morning,,,Yes,1997,,
1662825,The Bridge,"When the mother's preoccupation with her career urges the grandfather to look after his grandson, he gradually notices the generational gap between them as the boy refuses to abide by his grandfather's teachings. They soon try to build a bridge to carry them to mutual understanding and respect.",100,Yes,1997,1 January 1997,
1001313,Eifrit alnahar,"A corrupt minister sends his men to kill his mistress's husband to look like a suicide, but the forensic doctor sees otherwise and is kidnapped in order to change the report.  A gym teacher witnesses the kidnapping and tries to save her in spite of the dangerous confrontation.",115,Yes,1997,6 October 1997,
1001313,Eifrit alnahar,"A corrupt minister sends his men to kill his mistress's husband to look like a suicide, but the forensic doctor sees otherwise and is kidnapped in order to change the report.  A gym teacher witnesses the kidnapping and tries to save her in spite of the dangerous confrontation.",115,Yes,1997,6 October 1997,
2045606,آخر ليالي الشتاء,,,Yes,1996,,
1601637,A Murder Warning,"Dr. Hussein Abu Al-Wafa is a chemist who comes up with an important equation. He is killed after he refuses to give his research to an independent organization, but prior to his death, he puts a copy of his research on his nephew's computer. The nephew gets kidnapped.",89,Yes,1996,1 January 1996,
1007920,Al-Mara'a W'al-Satoor,"Based on a true story, Souad Qassem, a widow, falls for Mahmoud Elwan who deludes her into believing  that he is a well-heeled and powerful man. When they get married, she and her daughter have to swallow their pride under the scourages of his cruelty and abuse.",100,Yes,1996,28 July 1996,
1993653,El Zemen wel Kelab,"Sultan helps Hanem to work as a maid at Dr.Fayez villa, but when the Doctor finds out that they're having an affair, Sultan kills him and steals his money.  He then invests the money in a company and marries a wealthy woman.",115,Yes,1996,19 August 1996,
1009881,Fierce Man,"In a blatant attempt to analyze the human psyche and what turns people into criminals, brothers Aziz and Latif frame an honest accountant for a foul crime and hire a beggar in his position. When the two learn of the brothers' scheme, they set out for revenge.",90,Yes,1996,1 July 1996,
1462784,'Iisharat murur,"The film depicts different group of characters who are held up by a traffic sign.  A romantic love story grows between Re'u (Mohamed Fuad), the football fan and Samia (Laila Alawi), the nurse who loves to sing.  And Naeamat who's having a baby and wants to go to the hospital with her husband.",122,Yes,1996,1 July 1996,
1010731,The Gypsies,"A depiction of a tribe of gypsies who carry out illegal activities. Things at the tribe turn upside down as Badara escapes, in clear opposition to marrying her cousin. A portrayal of gender roles, familial conflicts, and the power struggle that ensues between the male figures.",120,Yes,1996,19 February 1996,
1068788,Alhabu fi zuruf saeba,"Singer Adel fails in his marriage, and loves the widow Nawal,who sells the taxi she inherited from her husband through a friend of the family, but he dies in an accident with the price of the taxi. ",120,Yes,1996,1 January 1996,
1010716,Alsalahif,A young girl runs away from her village to work as a singer in Cairo. The mayor sends three men to the city after her. They get taken by the city life and work for a shady nightclub owner and her brother and are chased by a rival gang.,105,Yes,1996,15 July 1996,
1353927,Aljintl,"Rashad is a poor man who loves Shhrzad
 and takes care of her and her sister Souad who loves him.  While the three of them are returning to Cairo they meet a wealthy man dying inside his car afterfter getting shot, and asks them to deliver a suitcase full of money  to a woman in the north coast",102,Yes,1996,28 October 1996,
1007463,Afarit Al-Asphalt,"Abdullah works as a driver on his father's microbus, alternating shifts with his son Ali. His sister remains unmarried despite her old age. A complex web of forbidden relationships spreads in the area where they live.",120,Yes,1996,8 July 1996,
1010796,Astakuza,"Abbas is an interior architect living in Hurghada.  He gets into a quarrel with Ismat, the owner of the villa which Ahmed is working on, that ends with her causing him a permanent disability.  When he decides to sue her, her mother Zohira convinces her to marry him.",118,Yes,1996,20 February 1996,
1001542,Alnuwm fa'aya al asal,"Officer Magdy investigates the suicide of a groom on his wedding night. He knows that the groom was impotent. Later he realizes that impotence is becoming an epidemic that spreads among all men. However, no one wants to declare that out of shame. Salma, a young journalist tries to do her own investigation about that phenomenon too.",120,Yes,1996,9 February 1996,
1384676,Elmokalma Elqatela,"A playful, reckless young girl makes a random nuisance call to a stranger telling him that she knew about him murdering his wife. Coincidentally, she was speaking to a man who did murder his wife. When he tries to buy her silence, she starts blackmailing him, so he plans to kill her too. This is when a journalist, Faten, is called in to the rescue of her cousin, the nuisance caller.",100,Yes,1996,1 January 1996,
1663541,The Furious,"Shafiq Al-Etr establishes a capital investment company and swindles non-key depositors out of money. As the majority of the affected parties give up on getting their money back, a group of five resilient depositors refuses to back down and decide to claim their rights.",115,Yes,1996,2 September 1996,
1005581,Ragol mohem giddann,"(Shafi'i) is a 40 year old man ,living with his mother.  He lives in a closed circle from work to the house.  He gets in a car accident and escapes, thinking that he killed a policeman and then he hides in a dancer's house who changes his view of life and then begins the adventure of  his life.",112,Yes,1996,7 October 1996,
1009916,A Humble Singer,"Hassan is a young man of a humble origin who graduates at the music institute and spends days waiting for the right chance. When the impresario Ahmed Al-Banda gets to meet him, he acknowledges his talent, and Thoraya, Al-Banda's daughter, instantly falls for him.",85,Yes,1996,18 May 1996,
1009276,The Criminal,"To provide for his disabled son and his sister who is still a student at the Faculty of Law, Saber earns a living by working as a part-time prisoner. Can he preserve his virtuousness when he has spent so much time amongst criminals?",100,Yes,1996,28 April 1996,
1010580,Altahwila,"An innocent Coptic citizen who was unjustly arrested by a corrupt officer,is sent to jail, until an honorable officer is transferred to the prison as a punishment for rejecting corruption.  He discovers the truth about the innocent Coptic, and tries to communicate with the officials to save him.",115,Yes,1996,10 June 1996,
1007998,The Same Cup,"When a wealthy man dies and his death is staged as a suicide, a police officer uncovers the truth about the man's murder and resumes his investigation of the man's associates, starting with Safaa, the beautiful-yet-poor girl who had an encounter with him.",95,Yes,1996,1 January 1996,
1008632,Suspicious Connections,"Musa is the leader of an arms trade gang. When one of his men, Rashad, leaves to work on his own, Musa waits for the right moment to strike at him. Meanwhile, Rashad's wife Wafaa falls for Salah, a singer at a nightclub.",97,Yes,1996,14 October 1996,
1007879,Romantika,"Hassan is a young director aspiring to make a film about the lives of the tourist chaperones who attend to the tourists and provide them with different services in exchange for money. To get a better insight, Hassan infiltrates a group of chaperones to get well-acquainted with their lives.",100,Yes,1996,25 November 1996,
1010955,Bakhit & Adeela 2: Bucket & Pot,"In this part of Lenin El-Ramly's Bekhit and Adila's movies, the couple Bekhit and Adila fall prey to the deceit of a gang of drug dealers who falsely promises to help them make it to the Parliamentary elections, but it turns out that the gang has a secret agenda.",142,Yes,1996,1 January 1997,
1008515,Abou El-Dahab,"Abu Dahab is a poor baker, imprisoned instead of the owner of the bakery in return for taking care of his family. He comes out of prison and discovers that the owner didn't keep his promise and fights with him.  He then works for a drug dealer and becomes a fierce gang leader.",140,Yes,1996,28 April 1996,
1010733,Mayit fol,"Kamal is a porter in a hotel who he loves the secretary Dalal. They lie to each other, pretending to be rich, but  they discover the truth after they get married.  They look for a rich father, till they find a millionaire who accepts them as his son and daughter, without knowing that they're married.",100,Yes,1996,10 June 1996,
1011238,The Seventh Sin,"When Safy discovers that her husband is cheating on her with the maid, her revenge constitutes of having the maid's husband divorce her so that her own husband could marry her. She asks for a divorce once Shawkat marries the maid and returns to her successful tourism company.",95,Yes,1996,1 January 1996,
1010490,Aightial,"Instead of celebrating her Ph.D,  Nada finds herself  accused of killing her professor before revealing a dangerous secret.  She's chased by the police after she escaped from the prison car that had an accident during her deportation and she tries to prove her innocence.",110,Yes,1996,15 July 1996,
1007282,Al-Hurub Ela Al-Qima,"Sayed Al-Hawa is a safecracker who decides to repent his crimes, but his efforts are thwarted when officer Hammam refuses to leave him alone and pursues him. To escape his revenge plans, Sayed travels abroad and takes on a new identity upon his return.",120,Yes,1996,19 February 1996,
1003124,Nazwa,"(Salah) is an engineer married to journalist (Safa) and they have one daughter. When she travels on vacation to visit her parents, he meets the photographer (Nada), and has a passing affair with her.  But not for her,as she  decides to turn his life into a living hell.",110,Yes,1996,23 September 1996,
1009021,Nasser 56,A representation of a critical period in president Gamal Abdel Nasser's rule and his nationalization of the Suez Canal in 1956. It also reveals Nasser's connection to the Egyptian Revolutionary Command Council and sheds light on his familial relationships; a portrayal of the father and the leader.,126,Yes,1996,5 August 1996,
1695953,Eve 2000,,77,Yes,1996,,
2042328,Days Of Democracy,,,Yes,1996,,
1952294,Lords of the End of Times,"A fraudster uses his import and export company as a cover for his illegal activities. As he falls for a girl and tries to get close to her, she rejects him as she knows the truth about him. The girl falls for a poor but honest young man, but the fraudster is determined to sabotage their love story.",90,Yes,1996,1 January 1996,
1695953,Eve 2000,,77,Yes,1996,,
1010641,Zaghloul Bought a Cellphone,,93,Yes,1996,,
1010641,Zaghloul Bought a Cellphone,,93,Yes,1996,,
1952294,Lords of the End of Times,"A fraudster uses his import and export company as a cover for his illegal activities. As he falls for a girl and tries to get close to her, she rejects him as she knows the truth about him. The girl falls for a poor but honest young man, but the fraudster is determined to sabotage their love story.",90,Yes,1996,1 January 1996,
1008271,Karamet Imra'a,"When (Hatem Zulfikar), comes out of prison to return to his wife and daughter again, they face poverty.  Hateem is forced to steal again to pay for his daughter's operation, but changes his mind at the last moment, sparking the anger of the gang seeking revenge.",90,Yes,1996,1 January 1996,
1003662,Ya Dunia ya Gharami,"Batta, Sakina and Nawal are three girlfriends from the same alley, working and living in a continuous struggle with difficult social conditions and failed love stories,  dreaming of marriage, but they move from one failure to another, but they cling to loving life until the last breath.",110,Yes,1996,27 May 1996,
2068700,Hadota Shaheen,,,Yes,1995,,
2053760,Aleabithun,"Jaber marries Mahmoud's mother and seizes the shop of her late husband, and sells it and tries to hide it from Mahmoud and his mother and kicks him from the house after mistreating him. But Mahmoud doubts the matter and discovers what his stepfather did and events escalate.",106,Yes,1995,20 October 1995,
2021573,Love's Gates,"A company owner who's married with children, hires a beautiful educated secretary and falls in love with her and they decide to get married. When the wife finds out, she tries to keep them apart and get her husband back.",101,Yes,1995,1 January 1995,
1000091,Al Ragol al Talet,"(Kamal Hussain) is a fighter pilot discharged from military service. After his wife leaves him, he works on a helicopter in an oil company. A big drug dealer tries to lure him to transfer a major shipment, while he informs his boss at work , cooperating with the drug dealer in order to implicate him.",120,Yes,1995,10 May 1995,
1010489,Imra'a Hazzat A'rsh Misr,"Noha, the wife of King Faouk's doctor Youssef, gets employed in the royal palace by the King himself. She tries to ascend the palace's hierarchy, and then gets divorced and becomes the lover of an officer in the army. She then calls for resisting the King's regime, and collaborates with the ""Free Officers"" of the 1952 uprising.",141,Yes,1995,4 September 1995,
1089577,Aljiraj,Naima is responsible for seven children whose father is very negligent and morally corrupt. He attempts to find work abroad and he leaves his wife to raise the children on her own. For how long is she going to bear their burdens?,110,Yes,1995,11 December 1995,
1505256,El Bahr Yedehak Leh,"Hussein is a depressed man because of the boring routine of his life as an employee, husband and brother. He decides to escape from his reality and walks aimlessly in the streets. Then he meets Saidid who gives him a place to stay and falls in love with Naima who works with a band roaming the streets.",120,Yes,1995,10 May 1995,
1008877,Qalil min alhob kathir min aloanf,"Talaat, the son of wealthy merchant Morsi, lives under pressure from his father to marry the poor girl Fatima. Talaat rebels on his father and divorces Fatima. He meets Eng. Younis, the son of a senior politician and decides to marry his sister to gain power and money.",115,Yes,1995,2 March 1995,
1008786,Ta'Ta' wa Reeka wa Kazem Bey,"Mr. Kazem became rich from conning wealthy women, until he accidentally meets the small time crook Tata and they decide to work together.  They try to swindle the rich-looking Rika and compete to win her affection.",90,Yes,1995,2 March 1995,
1005985,Leila Sakhina,"On New Year's Eve, a taxi driver tries to raise money necessary for his mother-in-law surgery who takes care of his only mentally handicapped son. On the same night, a repentant prostitute tries to make money to fix her house . When they meet, they witness a night full of unforgettable events.",120,Yes,1995,24 September 1995,
1004686,Mute Witness,,100,Yes,1995,,
1003341,almarakibuy,"When the simple fisherman Ahmed thinks about enrolling his son in school, as he realizes that he doesn't have an ID and that his son doesn't have a birth certificate. Matters become complicated in a series of comic events when he decides to register his children in the official records.",107,Yes,1995,1 January 1995,
1006861,Al-me'alima Wal-Ostaz,"Al-Sakhawi, is a businessman who wants to buy all the houses and shops of the local neighborhood where Zeinab and Tayel live. When they both refuse to sell, Al-Sakhawi pretends that he loves Zeinab and wants to marry her and events escalate.",100,Yes,1995,12 June 1995,
1004818,Atabit alsitat,"(Suheir Fadel) an Obstetrics and Gynecology Doctor is unable to have kids from her Husband (Hazem Kharbash) after many years of marriage.  Her husband Hazem goes for some medical tests to find that he is incapable of procreation and his wife is perfectly healthy, and he lies to her to maintain their marital life.",94,Yes,1995,2 October 1995,
1007617,Fi alsayf alhab jinun,"Sliem, Saif and Dahrouj are three friends, who graduated from university without finding suitable work ,with the help of another friend they work in a hotel in Ismailia,where they encounter many situations and events.",100,Yes,1995,23 October 1995,
1669412,Demaa Baed Montasf Elayl,"A child witnesses his father's murder in front of him. Years later he returns back after being abroad and  discovers that his father's killer became rich from crimes of fraud.  His sister tries to convince him not to avenge his father's murderer, then he marries the daughter of the murderer.",112,Yes,1995,29 May 1995,
1579694,Ightiyal Faten Tawfiq,"Faten Tawfik is a TV presenter whose husband gets killed by corrupt officials in the import field.  She decides to expose their corruption on her show and meets Aly Hawada, an archivist who hands her supporting documents.",100,Yes,1995,6 November 1995,
1011705,Sareq Al-Farah,"The people of Moqattam are overjoyed when Shatta proposes to the belly dancer Ahlam, but she is in love with Awad the tissue paper street seller. Awad has to come up with the wedding expenses to propose to Ahlam and counter Shatta's offer.",130,Yes,1995,3 July 1995,
1004695,Nutshell,"To face the declining revenues of the hotel that Raouf runs, he announces a competition to eat the largest amount of food in order to attract more guests, but hundreds of poor people join the contest, turning it into a tragedy that demonstrates various forms of suffering.",120,Yes,1995,17 July 1995,
1004710,Escaping to Prison,"Mustafa is an older brother who takes care of his brother Ahmed after their parents are killed. When Ahmed is wrongfully accused of assaulting a girl he was trying to save, he goes to prison and is killed inside. Mustafa decides to find the murderer and take revenge on him.",100,Yes,1995,25 September 1995,
1007086,Ghurayb fa almina',"Gharib heads to the fishermen's village in search of his brother's killer. He discovers that he was killed by Master Dahi, who controls the fate of the village,  by using the boats to smuggle drugs. Gharib decides to have his revenge.",100,Yes,1995,2 January 1995,
1004464,Wada'an lil'ozobeya,"Alaa is a successful singer and a womanizer,while Dina is an ambitious rhythmic dancer.  They fall in love when he accidentally kills her dog and they decide to get married,till his ex lover starts chasing him and hires a thug to kill him. His ghost comes to life and starts following his sad bride Dina.",90,Yes,1995,9 October 1995,
1657051,You Let Me Down,"As Samia, the beautiful orphan girl, realizes the sinister intentions of the manager of the hotel where she works, she quits her job. She soon crosses paths with the lawyer Ahmed, who sympathizes with her.",90,Yes,1995,1 January 1995,
1639933,The Thief & the Fox,"Gaber is a body-double who gets hired by Sultan Al-Sharnouby to take the lead role in a film produced and directed by the latter. But it turns out to be a ruse and Sultan gets Gaber to rob a bank for him, making him think that it's a part of the film.",85,Yes,1995,1 January 1995,
1004766,Tariq el Shar,"Colonel Suleiman Al-Dahshan confronts Jabir’s gang and draws a plan to arrest Adel, Jabir's nephew, who's accused of killing Saeed for revenge. Even though Adel is innocent, he can not prove it. Adel tries to persuade his uncle to stop his criminal ways.",95,Yes,1995,16 January 1995,
1001837,'Ihna walad alnuharida,"Lubna, is a medical student who falls in love with Samir her colleague, but her father rejects the marriage. They decide to bring a dead body for study, but they discover that the body is still alive.",100,Yes,1995,2 October 1995,
1048989,Bolteya of Bahri,"A dispute between Khadra and her half-brother, Al-Qarsh, arises over their inheritance, which makes Al-Qarsh refuse to let his daughter, Boltia, marry Ibrahim, Khadra's son. Boltia marries Gaber, and Khadra plots to get rid of Gaber and Al-Qarsh.",95,Yes,1995,6 February 1995,
1003674,Samat alkhurfan,"Dr. Juma invented a formula that manufactures medicines from medicinal herbs. His son Dr. Hossam is surprised by the death of his father and that the invention is stolen. He decides to retaliate against the killers after a journey of investigation, with the help of his fiancee Huda and her brother Said.",95,Yes,1995,10 May 1995,
1000714,Penalty,"Sayed Al-Attar turns from a teacher to the head of one of the clubs where he gets to know Narges, a prostitute, whom he transforms into a famous belly dance. Narges returns the favor by paying checks without balance in exchange for him to marry her.",110,Yes,1995,2 March 1995,
1005110,Desert Cat,"Youssef joins a United Nations disaster-fighting group dubbed the Desert Cat. When he discovers an alternative for petrol, an international gang tries to steal his discovery and recruits a girl to seduce him.",95,Yes,1995,2 March 1995,
1010906,Cheap Flesh,"The story of three girls, Iikhlas, Tawhida, and Nagfa, who live in the same village, going through the same tough circumstances. As they ask Master Mabrouk to help them find a job or get married, each of them faces a difficult life.",124,Yes,1995,1 January 1995,
1947228,Blood Debt,,87,Yes,1995,,
1416443,رومنتيكا,,,Yes,1995,,
2020153,min 'atlaq hadhih alrasasa,,89,Yes,1995,,
2042327,Girls Still Dream,,,Yes,1995,,
1288751,هنحب ونقب,,,Yes,1995,,
1010911,amra'a we amra'a,"An actress at the height of her career helps an isolated woman who's going through a tough time to integrate into society, only to become her opponent and seek to destroy her.",115,Yes,1995,1 January 1995,
1282244,Boys and Girls,,72,Yes,1995,1 January 1995,
1947228,Blood Debt,,87,Yes,1995,,
1282244,Boys and Girls,,72,Yes,1995,1 January 1995,
1001789,City Dogs,"Shoukry goes to prison for embezzlement, and when he comes out, he finds himself immersed in a life of crime. He meets another fraudster who deals with a businessman who smuggles goods, as the police keep an eye on what is happening.",80,Yes,1995,26 June 1995,
2007456,اضحك علشان ربنا يحبك,,,Yes,1995,,
1706066,ِAyam El shar,"Nadia loves acting and when she's introduced to movie producer Mamdouh , he makes her complete a film instead of the original actress by telling her that she has disappeared.  She later discovers that actress Laila, Mamdouh's wife,was killed by her brother Said who wants her inheritance and events escalate.",98,Yes,1995,10 April 1995,
1001166,Abou Zeid of His Time,"Abu Zaid is a college boy who loves his wealthy friend. Her uncle, who is also her custodian, refuses to let them marry but acquiesces at her insistence. However, he leaves a will preventing her from getting her inheritance until her husband dies.",100,Yes,1995,11 December 1995,
1002741,Toyoor El-Zalam,"Three lawyers, brought by friendship but separated by interests, Fathi Nofal, who turns from a committed lawyer to an opportunist, while Ali al-Zanati joins religious extremist groups to make financial gains , and the third Mohsen only works as a simple employee away from conflict.",112,Yes,1995,14 August 1995,
1010011,Bakhit wa Adeela,"Bakhit works in a small workshop. He meets Adeela by chance in a train, and they both find a suitcase full of money left by an escaping drug dealer. After they fail in finding the suitcase's owner, they both decide to split the money and many comic events follow.",146,Yes,1995,2 March 1995,
2052136,Man In A Whirl,"After a relative unexpectedly dies in her bedroom, Mona reports the death to the police. But the investigation uncovers unexpected secrets.",105,Yes,1994,12 October 1994,
1247299,Thalathah Alaa Ma'idat Al-Dam,"While businessman Noman Al-Prince is at sea on his yacht, he rams the boat of a fisherman, who dies with his son . Prosecutor Hamdi investigates and witnesses testify against Noman. But his lawyer succeeds in proving his innocence. One of his men incites to kill Hamdi, who shook his social status.",110,Yes,1994,26 December 1994,
1006422,The Gambler,"Sami, a bank employee, decides to rob the bank he works at with the help of the thief Zaki. After the robbery goes as planned, Sami takes part of the money for himself and Zaki starts chasing him to get his share of that money. Zaki uses the dancer Zahra to catch Sami.",93,Yes,1994,3 October 1994,
1003861,Alsaagha,"(Alhut) is a powerful gold trader , he has many women relations despite his marriage of four, then he marries  (Fathia), but continues pursuing other women.  After he divorces (Fethia),she decides to have her revenge by finding someone who can help her get to him.",100,Yes,1994,28 April 1996,
1006052,The Flag Is Red,"After a man catches his wife cheating with another man, the wife kills her husband and goes to prison. Their son grows up to be suspicious of women, which affects his relationship with women for the rest of his life.",110,Yes,1994,12 December 1994,
1007985,Al-Irhabi,"Ali Abdel-Zahir is a member of an extremist terrorist group, who carried out a terrorist operation that killed a number of tourists. During his escape, a wealthy woman hits him with her car and takes him to her home. He meets her liberal family and becomes torn between his ideas and the goodness he sees in them.",142,Yes,1994,13 March 1994,
1007440,El Mohager,"In a desert on the borders of Egypt at a time long ago, Ram ignites his brothers' hatred for his father's love for him. His siblings throw him into a well, but he's rescued and deported to Egypt. After his star rises, his brothers come to him asking for aid without knowing who he is.",96,Yes,1994,26 September 1994,
1000358,Aljinz,"Adel is a businessman, on one of his visits to Cairo he meets the prostitute Zaynab, who agrees to stay with him  in his hotel for a sum of money. While living with him,  Zaynab starts to change, and Adel soon discovers that he fell in love with her.",100,Yes,1994,2 May 1994,
1009114,"Al-tayib, Wal-shariss, Wal-Gameela","Adel is an honest secretary at the prosecutor office, while raising his son Ahmad after the death of his wife. When Tamer, the son of a millionaire is arrested for drug addiction, Tamer's lawyer tries bribe Adel to find a way to get him out, but to no avail.  In order to change his mind, he uses all ways possible.",100,Yes,1994,29 August 1994,
2025414,عقلي طار,,,Yes,1994,,
2001543,Almilyunayr alsaeuluk,"The story of a poor young man who dreams of being rich, he impersonates the identity of a millionaire coming from abroad.  Then he meets a beautiful girl and falls in love with her, but the girl finds out the truth and he loses her and everyone else. As his condition gets worse,what will he do?",92,Yes,1994,1 January 1994,
1009296,Al-Nagoun min Al-Narr,"Abdallah is a police officer, and his brother Abdul Salam is a member of a terrorist organization. Abdul Salam  succeeds in controlling members of the group. He gets instructions to kidnap his brother and use him as a hostage to force the authorities to exchange a number of the group's figures.",120,Yes,1994,1 January 1994,
1010234,Al-Tarik ila Eilat,"During the Attrition War, a group of brave Egyptian frogmen advances to destroy the two Israeli warships: (Beit Sheva) and (Beit Yam). A story of patriotism, sacrifice, and devotion.",156,Yes,1994,10 October 1994,
1001552,The Killing Game,A businessman by his son who was playing with a sound gun that his father gave him. The police officer tries to find out who replaced the sound gun with a real one.,82,Yes,1994,21 May 1994,
1009307,Red Card,"Three women of different professions; a doctor, a lawyer, and a peasant, are destined to meet and share their stories as the three of them are arrested, and they join for a single cause; escaping prison so that their pregnant friend gives birth to her baby apart from the brutality of prison.",92,Yes,1994,17 October 1994,
1006602,El Gasousa Hekmat Fahmy,"The story of famous dancer Hikmat Fahmy, who was spying on the British army for the German forces during World War II, convinced that it contributes to rid Egypt of the British occupation.",120,Yes,1994,18 July 1994,
1001032,The Trap of Wolfs,"The story of three friends from different social classes: the first is a victim of his parents' divorce as they both try to win him over, the second lives on the money of his parents who live in the Gulf, and the third is poor guy whose mother ran away with a drug dealer when he was a child.",95,Yes,1994,12 December 1994,
2026334,Hum Aapke Hai Kaun,,206,Yes,1994,5 August 1994,
1007517,Those Who Danced On The Stairs,The married couple Nader and Amira are having a hard time finding an apartment. The widow Engy takes out an ad looking for a housemate after her son traveled abroad. Nader and Amira answer the ad.,95,Yes,1994,17 January 1994,
1006778,Leih ya Dunia,"Dunya is falsely accused of killing her businessman husband Mustafa for his money, while the real criminal enjoys freedom and money, and the doctor friend tries to uncover the truth and prove Dunya's innocence with all his might.",120,Yes,1994,25 July 1994,
1009838,A'ntar zamano,"(Alnamar) a former intelligence man, who is expelled from the service, decides to blackmail senior officials  for money.  He convinces photographer (Antar) that he is still in service and asks him to video tape a senior official and then tries to get rid of (Antar) by various ways after taking the video.",115,Yes,1994,14 November 1994,
1008011,Forgotten Womanhood,"An ambitious college professor immerses herself in her career to the extent of neglecting her family. When her husband's behavior changes, she investigates the matter, and finds an unpleasant surprise in store for her.",120,Yes,1994,24 January 1994,
1006369,The Mix-up,"Ihsan is an employee at the Ministry of Culture. His co-worker Narges loves and plans to marry him. When he is arrested and faces a number of accusations, he is forced to disguise himself until he flees with his neighbor, the dancer Zizi, and works in her band.",115,Yes,1994,21 May 1994,
1009175,Sawak el Hanem,"Mrs. Latifa (Sanaa Gamil) is a descendant of the royal family. She is dominant and controlling over her husband (Adel Adham), her reckless son Fayek and even the servant Fatheya. Mrs. Latifa hires Hassan (Ahmed Zaki) as a driver, though the unexpected happens when he falls in love with her daughter, Afkar. Unfortunately he loves his poor neighbor. Latifa's husband leaves the house and opens a small  flowers shop. Fayek gets married to Fatheya and Latifa refuses her daughter's insistent pleas to let her marry Hassan. She escapes with him but Hassan refuses to marry her and ties the knot to his poor neighbor.",135,Yes,1994,13 March 1994,
1000281,Mr. K,"In villa Sonsen, a wealthy woman named Kismat Hanim lives with her relatives: her brother-in-law Kamel, his son, the singer Fouad, her business manager Qadri and her secretary Laila. Kismat has a spoiled dog that everyone is forced to serve and they all compete to do it.",105,Yes,1994,7 February 1994,
1005762,Saraquu 'am Ali,"Simon and Sally are members of an international mafia. After they steal a rare jewel ,they travel to Luxor on a cruise ship.  Police officers Shaaban and Essam are sent behind them, and ride the same ship.  Then Sally falls in love with officer Shaban, who plays along to find out where the jewel is.",90,Yes,1994,20 June 1994,
1003071,Souk Al-Nisa'a,"Nadia (actress Sherihan) is a young pretty journalist who is reporting in a suicide incident. She discovers that her sister Sohair (actress Nesrina) is the suspect. She refuses accusing her sister of being involving in unethical groups and she starts searching for the real murderer. On the other hand, the police officer (actor Mahmoud Hemeda) who is investigating in this accident  falls in love with Nadia. However the police officer finds the head of this group ""Ghareb"" (Actor Hussein Fahmy) a psychological patient who revenges from women and a dangerous criminal who is chased by the Interpol. At the end, Nadia gets a video tape that condemns ""Ghareb"" and he got caught.",110,Yes,1994,4 July 1994,
1009678,Get Rich or Get Enamored,"Old friends Hesham, Mokhtar, and Medhat have always been close, and they evaded life responsibilities by failing their tests. When the time comes for them to graduate, they have to determine which path to go. Will they financially secure their lives? Will they ever find love? Can't they have both?",115,Yes,1994,11 August 1994,
1377914,Tunes of a Stranger,"Khamis is a respectable man who is the leader of a group of fishermen including Gharib who grows infatuated with Nawal, Khamis's daughter. Gharib's poverty stands as a stumbling block in the way of his relationship with Nawal. When each step he takes disheartens him, can they ever be united?",146,Yes,1994,1 January 1994,
1008858,Raghabat,"The hardships of living conditions drives a simple employee to drug addiction. His wife leaves him but  falls prey to those who exploit her.  She meets Baher, and goes to live with him in a secluded mansion. She then discovers that she has joined the world of prostitution and that Baher runs it.",115,Yes,1994,14 November 1994,
1004852,Ta'aleb Aranib,"Employee Massoud embezzled three million pounds from the company where he worked. He gets arrested and imprisoned,becoming the covet of his inmates in prison who try to find out where he keeps the money.",105,Yes,1994,12 December 1994,
1010564,The Postman,"A simple postman is dedicated to his work, but he gets into so much trouble as he often sticks his nose in other people's business. Through dark irony and cynicism, the film offers a social commentary on the way different social classes living side by side in the capital interact with one another.",95,Yes,1994,22 July 1994,
1000323,Leylat Al-Qatl,"(Zainat) is a very rich woman and her spoiled son (Sherif) studies in medical school. He meets the poor girl  (Faiza) who helps him in his study.  He tricks her in the name of love, and she decides to steal his mother's Jewelry with the help of another man.",80,Yes,1994,23 May 1994,
1007411,The President's Visit,"In a small village, when rumors spread about the arrival of a train with the president and his American guest onboard, the village is completely transformed to host them properly, which brings the rampant corruption and hypocrisy to the surface.",117,Yes,1994,19 September 1994,
1010473,Vigilantes of Al-Helmiya,"Mustafa and Badawy return from abroad and find out that Fathy took advantage of the naiveté of the neighborhood people and took their money to use it to his advantage, so they decide to take revenge on him.",84,Yes,1994,1 January 1994,
1008736,Strawberry War,"Fardous, nicknamed Farawla, sells flowers on the street, she falls in love with a poor man who sells apples. One day a rich man sees them and decides to give them money in exchange for giving him happiness.",131,Yes,1994,8 August 1994,
1002807,The Truth's Name is Salim,"When Ayman El-Sersawy, a flirty businessman, marries his secretary Omnia, his frequent trips to Italy raises questions. After he convinces Omnia that those trips are to meet up with his friend Salem whom she wishes to meet, he is shocked to find an unknown man in his house claiming to be Salem.",89,Yes,1994,31 January 1994,
